timedelta,dst
2136 days 13:00:00,-7
2136 days 14:00:00,-5
2136 days 15:00:00,-5
2136 days 16:00:00,-6
2136 days 17:00:00,-6
2136 days 18:00:00,-6
2136 days 19:00:00,-6
2136 days 20:00:00,-6
2136 days 21:00:00,-5
2136 days 22:00:00,-5
2136 days 23:00:00,-5
2137 days 00:00:00,-6
2137 days 01:00:00,-6
2137 days 02:00:00,-4
2137 days 03:00:00,-3
2137 days 04:00:00,0
2137 days 05:00:00,-2
2137 days 06:00:00,-6
2137 days 07:00:00,-9
2137 days 08:00:00,-8
2137 days 09:00:00,-9
2137 days 10:00:00,-9
2137 days 11:00:00,-8
2137 days 12:00:00,-8
2137 days 13:00:00,-7
2137 days 14:00:00,-8
2137 days 15:00:00,-9
2137 days 16:00:00,-8
2137 days 17:00:00,-5
2137 days 18:00:00,-7
2137 days 19:00:00,-8
2137 days 20:00:00,-7
2137 days 21:00:00,-8
2137 days 22:00:00,-7
2137 days 23:00:00,-6
2138 days 00:00:00,-5
2138 days 01:00:00,-4
2138 days 02:00:00,-5
2138 days 03:00:00,-7
2138 days 04:00:00,-6
2138 days 05:00:00,-6
2138 days 06:00:00,-5
2138 days 07:00:00,-5
2138 days 08:00:00,-2
2138 days 09:00:00,-1
2138 days 10:00:00,0
2138 days 11:00:00,2
2138 days 12:00:00,2
2138 days 13:00:00,1
2138 days 14:00:00,-3
2138 days 15:00:00,0
2138 days 16:00:00,0
2138 days 17:00:00,1
2138 days 18:00:00,2
2138 days 19:00:00,4
2138 days 20:00:00,5
2138 days 21:00:00,8
2138 days 22:00:00,10
2138 days 23:00:00,7
2139 days 00:00:00,2
2139 days 01:00:00,2
2139 days 02:00:00,4
2139 days 03:00:00,4
2139 days 04:00:00,4
2139 days 05:00:00,1
2139 days 06:00:00,1
2139 days 07:00:00,-1
2139 days 08:00:00,-1
2139 days 09:00:00,2
2139 days 10:00:00,6
2139 days 11:00:00,6
2139 days 12:00:00,5
2139 days 13:00:00,0
2139 days 14:00:00,0
2139 days 15:00:00,-6
2139 days 16:00:00,-11
2139 days 17:00:00,-13
2139 days 18:00:00,-16
2139 days 19:00:00,-19
2139 days 20:00:00,-23
2139 days 21:00:00,-20
2139 days 22:00:00,-19
2139 days 23:00:00,-18
2140 days 00:00:00,-20
2140 days 01:00:00,-20
2140 days 02:00:00,-21
2140 days 03:00:00,-24
2140 days 04:00:00,-28
2140 days 05:00:00,-30
2140 days 06:00:00,-27
2140 days 07:00:00,-25
2140 days 08:00:00,-20
2140 days 09:00:00,-16
2140 days 10:00:00,-14
2140 days 11:00:00,-16
2140 days 12:00:00,-10
2140 days 13:00:00,-9
2140 days 14:00:00,-9
2140 days 15:00:00,-10
2140 days 16:00:00,-8
2140 days 17:00:00,-8
2140 days 18:00:00,-10
2140 days 19:00:00,-9
2140 days 20:00:00,-12
2140 days 21:00:00,-10
2140 days 22:00:00,-8
2140 days 23:00:00,-8
2141 days 00:00:00,-12
2141 days 01:00:00,-13
2141 days 02:00:00,-15
2141 days 03:00:00,-12
2141 days 04:00:00,-14
2141 days 05:00:00,-18
2141 days 06:00:00,-19
2141 days 07:00:00,-15
2141 days 08:00:00,-13
2141 days 09:00:00,-11
2141 days 10:00:00,-15
2141 days 11:00:00,-17
2141 days 12:00:00,-17
2141 days 13:00:00,-15
2141 days 14:00:00,-14
2141 days 15:00:00,-14
2141 days 16:00:00,-13
2141 days 17:00:00,-14
2141 days 18:00:00,-16
2141 days 19:00:00,-19
2141 days 20:00:00,-19
2141 days 21:00:00,-17
2141 days 22:00:00,-16
2141 days 23:00:00,-17
2142 days 00:00:00,-17
2142 days 01:00:00,-18
2142 days 02:00:00,-19
2142 days 03:00:00,-18
2142 days 04:00:00,-18
2142 days 05:00:00,-15
2142 days 06:00:00,-14
2142 days 07:00:00,-14
2142 days 08:00:00,-12
2142 days 09:00:00,-11
2142 days 10:00:00,-10
2142 days 11:00:00,-10
2142 days 12:00:00,-7
2142 days 13:00:00,-6
2142 days 14:00:00,-6
2142 days 15:00:00,-7
2142 days 16:00:00,-8
2142 days 17:00:00,-10
2142 days 18:00:00,-11
2142 days 19:00:00,-13
2142 days 20:00:00,-13
2142 days 21:00:00,-10
2142 days 22:00:00,-9
2142 days 23:00:00,-8
2143 days 00:00:00,-12
2143 days 01:00:00,-16
2143 days 02:00:00,-17
2143 days 03:00:00,-15
2143 days 04:00:00,-15
2143 days 05:00:00,-13
2143 days 06:00:00,-13
2143 days 07:00:00,-15
2143 days 08:00:00,-12
2143 days 09:00:00,-10
2143 days 10:00:00,-11
2143 days 11:00:00,-10
2143 days 12:00:00,-13
2143 days 13:00:00,-10
2143 days 14:00:00,-7
2143 days 15:00:00,-8
2143 days 16:00:00,-8
2143 days 17:00:00,-5
2143 days 18:00:00,-4
2143 days 19:00:00,-8
2143 days 20:00:00,-14
2143 days 21:00:00,-12
2143 days 22:00:00,-8
2143 days 23:00:00,-7
2144 days 00:00:00,-4
2144 days 01:00:00,-2
2144 days 02:00:00,-7
2144 days 03:00:00,-9
2144 days 04:00:00,-9
2144 days 05:00:00,-8
2144 days 06:00:00,-7
2144 days 07:00:00,-9
2144 days 08:00:00,-11
2144 days 09:00:00,-10
2144 days 10:00:00,-8
2144 days 11:00:00,-5
2144 days 12:00:00,-3
2144 days 13:00:00,0
2144 days 14:00:00,0
2144 days 15:00:00,0
2144 days 16:00:00,-2
2144 days 17:00:00,-3
2144 days 18:00:00,-2
2144 days 19:00:00,-5
2144 days 20:00:00,-5
2144 days 21:00:00,-2
2144 days 22:00:00,-1
2144 days 23:00:00,-2
2145 days 00:00:00,-3
2145 days 01:00:00,-2
2145 days 02:00:00,-4
2145 days 03:00:00,-3
2145 days 04:00:00,-2
2145 days 05:00:00,0
2145 days 06:00:00,5
2145 days 07:00:00,-3
2145 days 08:00:00,-5
2145 days 09:00:00,-5
2145 days 10:00:00,-5
2145 days 11:00:00,-5
2145 days 12:00:00,-6
2145 days 13:00:00,-5
2145 days 14:00:00,-7
2145 days 15:00:00,-8
2145 days 16:00:00,-10
2145 days 17:00:00,-8
2145 days 18:00:00,-5
2145 days 19:00:00,-1
2145 days 20:00:00,-4
2145 days 21:00:00,0
2145 days 22:00:00,2
2145 days 23:00:00,5
2146 days 00:00:00,7
2146 days 01:00:00,5
2146 days 02:00:00,4
2146 days 03:00:00,1
2146 days 04:00:00,-5
2146 days 05:00:00,-10
2146 days 06:00:00,-9
2146 days 07:00:00,-8
2146 days 08:00:00,-11
2146 days 09:00:00,-9
2146 days 10:00:00,-7
2146 days 11:00:00,-8
2146 days 12:00:00,-7
2146 days 13:00:00,-4
2146 days 14:00:00,-3
2146 days 15:00:00,-3
2146 days 16:00:00,0
2146 days 17:00:00,2
2146 days 18:00:00,2
2146 days 19:00:00,0
2146 days 20:00:00,-3
2146 days 21:00:00,-3
2146 days 22:00:00,-5
2146 days 23:00:00,-8
2147 days 00:00:00,-13
2147 days 01:00:00,-21
2147 days 02:00:00,-26
2147 days 03:00:00,-26
2147 days 04:00:00,-15
2147 days 05:00:00,-9
2147 days 06:00:00,-7
2147 days 07:00:00,-5
2147 days 08:00:00,-4
2147 days 09:00:00,-4
2147 days 10:00:00,-2
2147 days 11:00:00,-1
2147 days 12:00:00,2
2147 days 13:00:00,3
2147 days 14:00:00,2
2147 days 15:00:00,2
2147 days 16:00:00,3
2147 days 17:00:00,4
2147 days 18:00:00,6
2147 days 19:00:00,2
2147 days 20:00:00,-1
2147 days 21:00:00,1
2147 days 22:00:00,-1
2147 days 23:00:00,0
2148 days 00:00:00,-2
2148 days 01:00:00,-5
2148 days 02:00:00,-6
2148 days 03:00:00,-5
2148 days 04:00:00,-4
2148 days 05:00:00,0
2148 days 06:00:00,0
2148 days 07:00:00,-3
2148 days 08:00:00,-8
2148 days 09:00:00,-9
2148 days 10:00:00,-6
2148 days 11:00:00,-3
2148 days 12:00:00,1
2148 days 13:00:00,3
2148 days 14:00:00,2
2148 days 15:00:00,-3
2148 days 16:00:00,-3
2148 days 17:00:00,-1
2148 days 18:00:00,0
2148 days 19:00:00,-3
2148 days 20:00:00,-4
2148 days 21:00:00,-3
2148 days 22:00:00,-3
2148 days 23:00:00,-3
2149 days 00:00:00,-5
2149 days 01:00:00,-5
2149 days 02:00:00,-6
2149 days 03:00:00,-7
2149 days 04:00:00,-9
2149 days 05:00:00,-7
2149 days 06:00:00,-6
2149 days 07:00:00,-8
2149 days 08:00:00,-11
2149 days 09:00:00,-9
2149 days 10:00:00,-8
2149 days 11:00:00,-6
2149 days 12:00:00,-8
2149 days 13:00:00,-9
2149 days 14:00:00,-9
2149 days 15:00:00,-7
2149 days 16:00:00,-6
2149 days 17:00:00,-8
2149 days 18:00:00,-15
2149 days 19:00:00,-15
2149 days 20:00:00,-12
2149 days 21:00:00,-8
2149 days 22:00:00,-6
2149 days 23:00:00,-6
2150 days 00:00:00,-7
2150 days 01:00:00,-8
2150 days 02:00:00,-9
2150 days 03:00:00,-9
2150 days 04:00:00,-8
2150 days 05:00:00,-7
2150 days 06:00:00,-6
2150 days 07:00:00,-5
2150 days 08:00:00,-5
2150 days 09:00:00,-7
2150 days 10:00:00,-7
2150 days 11:00:00,-6
2150 days 12:00:00,-6
2150 days 13:00:00,-5
2150 days 14:00:00,-4
2150 days 15:00:00,-4
2150 days 16:00:00,-3
2150 days 17:00:00,-4
2150 days 18:00:00,-3
2150 days 19:00:00,-3
2150 days 20:00:00,-4
2150 days 21:00:00,-5
2150 days 22:00:00,-4
2150 days 23:00:00,-3
2151 days 00:00:00,-2
2151 days 01:00:00,-3
2151 days 02:00:00,-3
2151 days 03:00:00,-4
2151 days 04:00:00,-2
2151 days 05:00:00,0
2151 days 06:00:00,0
2151 days 07:00:00,0
2151 days 08:00:00,0
2151 days 09:00:00,0
2151 days 10:00:00,0
2151 days 11:00:00,1
2151 days 12:00:00,1
2151 days 13:00:00,1
2151 days 14:00:00,0
2151 days 15:00:00,2
2151 days 16:00:00,1
2151 days 17:00:00,1
2151 days 18:00:00,3
2151 days 19:00:00,5
2151 days 20:00:00,5
2151 days 21:00:00,4
2151 days 22:00:00,3
2151 days 23:00:00,2
2152 days 00:00:00,3
2152 days 01:00:00,3
2152 days 02:00:00,5
2152 days 03:00:00,4
2152 days 04:00:00,4
2152 days 05:00:00,3
2152 days 06:00:00,3
2152 days 07:00:00,4
2152 days 08:00:00,4
2152 days 09:00:00,2
2152 days 10:00:00,2
2152 days 11:00:00,0
2152 days 12:00:00,-2
2152 days 13:00:00,0
2152 days 14:00:00,2
2152 days 15:00:00,1
2152 days 16:00:00,0
2152 days 17:00:00,0
2152 days 18:00:00,0
2152 days 19:00:00,0
2152 days 20:00:00,-1
2152 days 21:00:00,0
2152 days 22:00:00,1
2152 days 23:00:00,2
2153 days 00:00:00,1
2153 days 01:00:00,-1
2153 days 02:00:00,0
2153 days 03:00:00,1
2153 days 04:00:00,2
2153 days 05:00:00,4
2153 days 06:00:00,6
2153 days 07:00:00,8
2153 days 08:00:00,9
2153 days 09:00:00,7
2153 days 10:00:00,4
2153 days 11:00:00,2
2153 days 12:00:00,3
2153 days 13:00:00,6
2153 days 14:00:00,3
2153 days 15:00:00,0
2153 days 16:00:00,-3
2153 days 17:00:00,-3
2153 days 18:00:00,-3
2153 days 19:00:00,-4
2153 days 20:00:00,-6
2153 days 21:00:00,-5
2153 days 22:00:00,-4
2153 days 23:00:00,-2
2154 days 00:00:00,1
2154 days 01:00:00,0
2154 days 02:00:00,-2
2154 days 03:00:00,-5
2154 days 04:00:00,-6
2154 days 05:00:00,-6
2154 days 06:00:00,-2
2154 days 07:00:00,4
2154 days 08:00:00,6
2154 days 09:00:00,7
2154 days 10:00:00,7
2154 days 11:00:00,10
2154 days 12:00:00,16
2154 days 13:00:00,16
2154 days 14:00:00,11
2154 days 15:00:00,14
2154 days 16:00:00,20
2154 days 17:00:00,15
2154 days 18:00:00,1
2154 days 19:00:00,-6
2154 days 20:00:00,-7
2154 days 21:00:00,-4
2154 days 22:00:00,-1
2154 days 23:00:00,0
2155 days 00:00:00,1
2155 days 01:00:00,1
2155 days 02:00:00,-1
2155 days 03:00:00,-3
2155 days 04:00:00,-4
2155 days 05:00:00,-5
2155 days 06:00:00,-7
2155 days 07:00:00,-8
2155 days 08:00:00,-7
2155 days 09:00:00,-6
2155 days 10:00:00,-8
2155 days 11:00:00,-10
2155 days 12:00:00,-8
2155 days 13:00:00,-4
2155 days 14:00:00,-1
2155 days 15:00:00,-1
2155 days 16:00:00,-1
2155 days 17:00:00,1
2155 days 18:00:00,3
2155 days 19:00:00,2
2155 days 20:00:00,3
2155 days 21:00:00,1
2155 days 22:00:00,-4
2155 days 23:00:00,-7
2156 days 00:00:00,-9
2156 days 01:00:00,-7
2156 days 02:00:00,-6
2156 days 03:00:00,2
2156 days 04:00:00,-2
2156 days 05:00:00,0
2156 days 06:00:00,2
2156 days 07:00:00,2
2156 days 08:00:00,3
2156 days 09:00:00,4
2156 days 10:00:00,4
2156 days 11:00:00,3
2156 days 12:00:00,3
2156 days 13:00:00,5
2156 days 14:00:00,8
2156 days 15:00:00,6
2156 days 16:00:00,6
2156 days 17:00:00,5
2156 days 18:00:00,6
2156 days 19:00:00,6
2156 days 20:00:00,6
2156 days 21:00:00,3
2156 days 22:00:00,1
2156 days 23:00:00,2
2157 days 00:00:00,2
2157 days 01:00:00,2
2157 days 02:00:00,2
2157 days 03:00:00,-1
2157 days 04:00:00,-13
2157 days 05:00:00,-23
2157 days 06:00:00,-27
2157 days 07:00:00,-20
2157 days 08:00:00,-13
2157 days 09:00:00,-7
2157 days 10:00:00,-8
2157 days 11:00:00,-11
2157 days 12:00:00,-12
2157 days 13:00:00,-15
2157 days 14:00:00,-11
2157 days 15:00:00,-9
2157 days 16:00:00,-9
2157 days 17:00:00,-8
2157 days 18:00:00,-8
2157 days 19:00:00,-9
2157 days 20:00:00,-9
2157 days 21:00:00,-9
2157 days 22:00:00,-11
2157 days 23:00:00,-11
2158 days 00:00:00,-10
2158 days 01:00:00,-10
2158 days 02:00:00,-9
2158 days 03:00:00,-5
2158 days 04:00:00,-5
2158 days 05:00:00,-5
2158 days 06:00:00,-5
2158 days 07:00:00,-3
2158 days 08:00:00,0
2158 days 09:00:00,1
2158 days 10:00:00,1
2158 days 11:00:00,4
2158 days 12:00:00,8
2158 days 13:00:00,8
2158 days 14:00:00,6
2158 days 15:00:00,4
2158 days 16:00:00,1
2158 days 17:00:00,-1
2158 days 18:00:00,-2
2158 days 19:00:00,-4
2158 days 20:00:00,-7
2158 days 21:00:00,-9
2158 days 22:00:00,-10
2158 days 23:00:00,-8
2159 days 00:00:00,-9
2159 days 01:00:00,-7
2159 days 02:00:00,-6
2159 days 03:00:00,-5
2159 days 04:00:00,-4
2159 days 05:00:00,-7
2159 days 06:00:00,-5
2159 days 07:00:00,-8
2159 days 08:00:00,-8
2159 days 09:00:00,-8
2159 days 10:00:00,-9
2159 days 11:00:00,-9
2159 days 12:00:00,-7
2159 days 13:00:00,-6
2159 days 14:00:00,-7
2159 days 15:00:00,-6
2159 days 16:00:00,-7
2159 days 17:00:00,-4
2159 days 18:00:00,-2
2159 days 19:00:00,-4
2159 days 20:00:00,-5
2159 days 21:00:00,-15
2159 days 22:00:00,-14
2159 days 23:00:00,-11
2160 days 00:00:00,-10
2160 days 01:00:00,-10
2160 days 02:00:00,-10
2160 days 03:00:00,-11
2160 days 04:00:00,-13
2160 days 05:00:00,-11
2160 days 06:00:00,-9
2160 days 07:00:00,-10
2160 days 08:00:00,-10
2160 days 09:00:00,-15
2160 days 10:00:00,-15
2160 days 11:00:00,-13
2160 days 12:00:00,-12
2160 days 13:00:00,-9
2160 days 14:00:00,-8
2160 days 15:00:00,-11
2160 days 16:00:00,-12
2160 days 17:00:00,-7
2160 days 18:00:00,-3
2160 days 19:00:00,-3
2160 days 20:00:00,-3
2160 days 21:00:00,1
2160 days 22:00:00,1
2160 days 23:00:00,5
2161 days 00:00:00,-3
2161 days 01:00:00,-20
2161 days 02:00:00,-16
2161 days 03:00:00,-12
2161 days 04:00:00,-9
2161 days 05:00:00,-11
2161 days 06:00:00,-8
2161 days 07:00:00,-4
2161 days 08:00:00,-4
2161 days 09:00:00,-6
2161 days 10:00:00,-11
2161 days 11:00:00,-19
2161 days 12:00:00,-23
2161 days 13:00:00,-24
2161 days 14:00:00,-20
2161 days 15:00:00,-21
2161 days 16:00:00,-23
2161 days 17:00:00,-21
2161 days 18:00:00,-19
2161 days 19:00:00,-18
2161 days 20:00:00,-19
2161 days 21:00:00,-22
2161 days 22:00:00,-24
2161 days 23:00:00,-21
2162 days 00:00:00,-22
2162 days 01:00:00,-23
2162 days 02:00:00,-24
2162 days 03:00:00,-25
2162 days 04:00:00,-29
2162 days 05:00:00,-30
2162 days 06:00:00,-30
2162 days 07:00:00,-16
2162 days 08:00:00,-15
2162 days 09:00:00,-15
2162 days 10:00:00,-25
2162 days 11:00:00,-24
2162 days 12:00:00,-20
2162 days 13:00:00,-13
2162 days 14:00:00,-10
2162 days 15:00:00,-12
2162 days 16:00:00,-8
2162 days 17:00:00,-8
2162 days 18:00:00,-8
2162 days 19:00:00,-9
2162 days 20:00:00,-22
2162 days 21:00:00,-32
2162 days 22:00:00,-33
2162 days 23:00:00,-28
2163 days 00:00:00,-23
2163 days 01:00:00,-17
2163 days 02:00:00,-14
2163 days 03:00:00,-13
2163 days 04:00:00,-12
2163 days 05:00:00,-9
2163 days 06:00:00,-10
2163 days 07:00:00,-9
2163 days 08:00:00,-13
2163 days 09:00:00,-11
2163 days 10:00:00,-10
2163 days 11:00:00,-10
2163 days 12:00:00,-11
2163 days 13:00:00,-10
2163 days 14:00:00,-6
2163 days 15:00:00,-10
2163 days 16:00:00,-16
2163 days 17:00:00,-14
2163 days 18:00:00,-19
2163 days 19:00:00,-19
2163 days 20:00:00,-16
2163 days 21:00:00,-16
2163 days 22:00:00,-15
2163 days 23:00:00,-17
2164 days 00:00:00,-17
2164 days 01:00:00,-16
2164 days 02:00:00,-11
2164 days 03:00:00,-12
2164 days 04:00:00,-12
2164 days 05:00:00,-14
2164 days 06:00:00,-19
2164 days 07:00:00,-21
2164 days 08:00:00,-19
2164 days 09:00:00,-18
2164 days 10:00:00,-19
2164 days 11:00:00,-22
2164 days 12:00:00,-24
2164 days 13:00:00,-21
2164 days 14:00:00,-17
2164 days 15:00:00,-16
2164 days 16:00:00,-17
2164 days 17:00:00,-15
2164 days 18:00:00,-19
2164 days 19:00:00,-21
2164 days 20:00:00,-21
2164 days 21:00:00,-16
2164 days 22:00:00,-19
2164 days 23:00:00,-25
2165 days 00:00:00,-27
2165 days 01:00:00,-22
2165 days 02:00:00,-19
2165 days 03:00:00,-18
2165 days 04:00:00,-18
2165 days 05:00:00,-19
2165 days 06:00:00,-20
2165 days 07:00:00,-19
2165 days 08:00:00,-7
2165 days 09:00:00,-20
2165 days 10:00:00,-41
2165 days 11:00:00,-36
2165 days 12:00:00,-16
2165 days 13:00:00,-29
2165 days 14:00:00,-43
2165 days 15:00:00,-55
2165 days 16:00:00,-51
2165 days 17:00:00,-46
2165 days 18:00:00,-37
2165 days 19:00:00,-46
2165 days 20:00:00,-44
2165 days 21:00:00,-44
2165 days 22:00:00,-50
2165 days 23:00:00,-61
2166 days 00:00:00,-64
2166 days 01:00:00,-54
2166 days 02:00:00,-63
2166 days 03:00:00,-68
2166 days 04:00:00,-59
2166 days 05:00:00,-65
2166 days 06:00:00,-71
2166 days 07:00:00,-76
2166 days 08:00:00,-75
2166 days 09:00:00,-70
2166 days 10:00:00,-68
2166 days 11:00:00,-70
2166 days 12:00:00,-75
2166 days 13:00:00,-79
2166 days 14:00:00,-81
2166 days 15:00:00,-74
2166 days 16:00:00,-67
2166 days 17:00:00,-64
2166 days 18:00:00,-69
2166 days 19:00:00,-68
2166 days 20:00:00,-72
2166 days 21:00:00,-70
2166 days 22:00:00,-72
2166 days 23:00:00,-68
2167 days 00:00:00,-65
2167 days 01:00:00,-57
2167 days 02:00:00,-48
2167 days 03:00:00,-43
2167 days 04:00:00,-41
2167 days 05:00:00,-42
2167 days 06:00:00,-49
2167 days 07:00:00,-53
2167 days 08:00:00,-46
2167 days 09:00:00,-42
2167 days 10:00:00,-40
2167 days 11:00:00,-35
2167 days 12:00:00,-43
2167 days 13:00:00,-42
2167 days 14:00:00,-43
2167 days 15:00:00,-50
2167 days 16:00:00,-54
2167 days 17:00:00,-54
2167 days 18:00:00,-46
2167 days 19:00:00,-47
2167 days 20:00:00,-48
2167 days 21:00:00,-50
2167 days 22:00:00,-46
2167 days 23:00:00,-44
2168 days 00:00:00,-37
2168 days 01:00:00,-37
2168 days 02:00:00,-37
2168 days 03:00:00,-37
2168 days 04:00:00,-35
2168 days 05:00:00,-34
2168 days 06:00:00,-33
2168 days 07:00:00,-33
2168 days 08:00:00,-34
2168 days 09:00:00,-34
2168 days 10:00:00,-30
2168 days 11:00:00,-31
2168 days 12:00:00,-30
2168 days 13:00:00,-28
2168 days 14:00:00,-28
2168 days 15:00:00,-30
2168 days 16:00:00,-30
2168 days 17:00:00,-30
2168 days 18:00:00,-29
2168 days 19:00:00,-29
2168 days 20:00:00,-33
2168 days 21:00:00,-37
2168 days 22:00:00,-43
2168 days 23:00:00,-41
2169 days 00:00:00,-41
2169 days 01:00:00,-37
2169 days 02:00:00,-32
2169 days 03:00:00,-33
2169 days 04:00:00,-35
2169 days 05:00:00,-36
2169 days 06:00:00,-37
2169 days 07:00:00,-36
2169 days 08:00:00,-34
2169 days 09:00:00,-32
2169 days 10:00:00,-32
2169 days 11:00:00,-33
2169 days 12:00:00,-32
2169 days 13:00:00,-30
2169 days 14:00:00,-29
2169 days 15:00:00,-28
2169 days 16:00:00,-29
2169 days 17:00:00,-30
2169 days 18:00:00,-29
2169 days 19:00:00,-30
2169 days 20:00:00,-31
2169 days 21:00:00,-31
2169 days 22:00:00,-31
2169 days 23:00:00,-28
2170 days 00:00:00,-25
2170 days 01:00:00,-22
2170 days 02:00:00,-21
2170 days 03:00:00,-22
2170 days 04:00:00,-21
2170 days 05:00:00,-21
2170 days 06:00:00,-21
2170 days 07:00:00,-20
2170 days 08:00:00,-19
2170 days 09:00:00,-17
2170 days 10:00:00,-18
2170 days 11:00:00,-19
2170 days 12:00:00,-20
2170 days 13:00:00,-20
2170 days 14:00:00,-19
2170 days 15:00:00,-20
2170 days 16:00:00,-20
2170 days 17:00:00,-21
2170 days 18:00:00,-23
2170 days 19:00:00,-23
2170 days 20:00:00,-22
2170 days 21:00:00,-20
2170 days 22:00:00,-21
2170 days 23:00:00,-20
2171 days 00:00:00,-19
2171 days 01:00:00,-18
2171 days 02:00:00,-15
2171 days 03:00:00,-11
2171 days 04:00:00,-11
2171 days 05:00:00,-13
2171 days 06:00:00,-13
2171 days 07:00:00,-13
2171 days 08:00:00,-17
2171 days 09:00:00,-17
2171 days 10:00:00,-16
2171 days 11:00:00,-17
2171 days 12:00:00,-19
2171 days 13:00:00,-7
2171 days 14:00:00,-7
2171 days 15:00:00,-7
2171 days 16:00:00,-14
2171 days 17:00:00,-22
2171 days 18:00:00,-36
2171 days 19:00:00,-46
2171 days 20:00:00,-47
2171 days 21:00:00,-47
2171 days 22:00:00,-46
2171 days 23:00:00,-51
2172 days 00:00:00,-61
2172 days 01:00:00,-67
2172 days 02:00:00,-58
2172 days 03:00:00,-43
2172 days 04:00:00,-41
2172 days 05:00:00,-44
2172 days 06:00:00,-54
2172 days 07:00:00,-44
2172 days 08:00:00,-40
2172 days 09:00:00,-35
2172 days 10:00:00,-31
2172 days 11:00:00,-31
2172 days 12:00:00,-30
2172 days 13:00:00,-31
2172 days 14:00:00,-30
2172 days 15:00:00,-25
2172 days 16:00:00,-9
2172 days 17:00:00,-6
2172 days 18:00:00,-13
2172 days 19:00:00,-21
2172 days 20:00:00,-28
2172 days 21:00:00,-28
2172 days 22:00:00,-30
2172 days 23:00:00,-32
2173 days 00:00:00,-28
2173 days 01:00:00,-26
2173 days 02:00:00,-25
2173 days 03:00:00,-26
2173 days 04:00:00,-26
2173 days 05:00:00,-26
2173 days 06:00:00,-28
2173 days 07:00:00,-28
2173 days 08:00:00,-27
2173 days 09:00:00,-24
2173 days 10:00:00,-22
2173 days 11:00:00,-20
2173 days 12:00:00,-22
2173 days 13:00:00,-22
2173 days 14:00:00,-23
2173 days 15:00:00,-24
2173 days 16:00:00,-24
2173 days 17:00:00,-23
2173 days 18:00:00,-21
2173 days 19:00:00,-21
2173 days 20:00:00,-23
2173 days 21:00:00,-26
2173 days 22:00:00,-27
2173 days 23:00:00,-24
2174 days 00:00:00,-19
2174 days 01:00:00,-18
2174 days 02:00:00,-19
2174 days 03:00:00,-21
2174 days 04:00:00,-23
2174 days 05:00:00,-21
2174 days 06:00:00,-21
2174 days 07:00:00,-20
2174 days 08:00:00,-18
2174 days 09:00:00,-18
2174 days 10:00:00,-16
2174 days 11:00:00,-16
2174 days 12:00:00,-14
2174 days 13:00:00,-12
2174 days 14:00:00,-7
2174 days 15:00:00,-1
2174 days 16:00:00,1
2174 days 17:00:00,5
2174 days 18:00:00,6
2174 days 19:00:00,4
2174 days 20:00:00,2
2174 days 21:00:00,-7
2174 days 22:00:00,-20
2174 days 23:00:00,-36
2175 days 00:00:00,-30
2175 days 01:00:00,-22
2175 days 02:00:00,-23
2175 days 03:00:00,-30
2175 days 04:00:00,-35
2175 days 05:00:00,-34
2175 days 06:00:00,-32
2175 days 07:00:00,-29
2175 days 08:00:00,-28
2175 days 09:00:00,-28
2175 days 10:00:00,-28
2175 days 11:00:00,-25
2175 days 12:00:00,-25
2175 days 13:00:00,-27
2175 days 14:00:00,-29
2175 days 15:00:00,-28
2175 days 16:00:00,-26
2175 days 17:00:00,-22
2175 days 18:00:00,-18
2175 days 19:00:00,-16
2175 days 20:00:00,-13
2175 days 21:00:00,-15
2175 days 22:00:00,-17
2175 days 23:00:00,-16
2176 days 00:00:00,-15
2176 days 01:00:00,-17
2176 days 02:00:00,-17
2176 days 03:00:00,-14
2176 days 04:00:00,-17
2176 days 05:00:00,-19
2176 days 06:00:00,-18
2176 days 07:00:00,-17
2176 days 08:00:00,-15
2176 days 09:00:00,-16
2176 days 10:00:00,-17
2176 days 11:00:00,-14
2176 days 12:00:00,-15
2176 days 13:00:00,-17
2176 days 14:00:00,-18
2176 days 15:00:00,-17
2176 days 16:00:00,-16
2176 days 17:00:00,-11
2176 days 18:00:00,-10
2176 days 19:00:00,-8
2176 days 20:00:00,-8
2176 days 21:00:00,-7
2176 days 22:00:00,-7
2176 days 23:00:00,-8
2177 days 00:00:00,-8
2177 days 01:00:00,-12
2177 days 02:00:00,-13
2177 days 03:00:00,-11
2177 days 04:00:00,-13
2177 days 05:00:00,-15
2177 days 06:00:00,-17
2177 days 07:00:00,-17
2177 days 08:00:00,-14
2177 days 09:00:00,-11
2177 days 10:00:00,-12
2177 days 11:00:00,-14
2177 days 12:00:00,-17
2177 days 13:00:00,-18
2177 days 14:00:00,-17
2177 days 15:00:00,-16
2177 days 16:00:00,-14
2177 days 17:00:00,-11
2177 days 18:00:00,-10
2177 days 19:00:00,-13
2177 days 20:00:00,-15
2177 days 21:00:00,-15
2177 days 22:00:00,-17
2177 days 23:00:00,-18
2178 days 00:00:00,-16
2178 days 01:00:00,-17
2178 days 02:00:00,-20
2178 days 03:00:00,-20
2178 days 04:00:00,-19
2178 days 05:00:00,-18
2178 days 06:00:00,-15
2178 days 07:00:00,-15
2178 days 08:00:00,-15
2178 days 09:00:00,-13
2178 days 10:00:00,-9
2178 days 11:00:00,-4
2178 days 12:00:00,-4
2178 days 13:00:00,-6
2178 days 14:00:00,-7
2178 days 15:00:00,-7
2178 days 16:00:00,-6
